# trial: trial_014.csv
# date: 2026-08-01T17:48:09
# note: gyro axis ID take 3: background window, 3x slow cycle fwd-up-back-up
# self-balancing-robot fw2 ��� motors DISARMED at boot
# EEPROM settings loaded
# gyro cal: keep robot still...
# gyro cal done ('c' to redo)
# 'h' for help, 'a' to arm, 'x' = E-STOP
# Kp=25.000 Ki=5.000 Kd=0.500 trim=2.22 db=23/23
time_ms,raw_angle,kalman_angle,gyro_rate,p_term,i_term,d_term,motor_out,loop_dt_us,gyro_x,gyro_z
6455,-2.06,-2.11,-0.03,0.0,0.0,0.0,0,5004,-0.05,0.00
6475,-2.26,-2.12,-0.02,0.0,0.0,0.0,0,5000,0.02,0.00
6496,-2.06,-2.12,0.06,0.0,0.0,0.0,0,5000,-0.05,-0.06
6516,-1.81,-2.11,-0.02,0.0,0.0,0.0,0,5004,-0.02,-0.05
6537,-2.09,-2.10,0.02,0.0,0.0,0.0,0,5000,0.03,0.02
6557,-2.16,-2.10,-0.02,0.0,0.0,0.0,0,5004,-0.02,-0.02
6578,-2.17,-2.10,-0.02,0.0,0.0,0.0,0,5000,-0.03,-0.02
6598,-1.99,-2.10,-0.06,0.0,0.0,0.0,0,5000,0.00,0.05
6619,-1.87,-2.09,0.02,0.0,0.0,0.0,0,5004,0.03,0.00
6639,-2.29,-2.10,0.00,0.0,0.0,0.0,0,5000,0.03,0.00
6660,-2.26,-2.10,-0.05,0.0,0.0,0.0,0,5004,-0.02,0.00
6679,-1.90,-2.10,-0.05,0.0,0.0,0.0,0,5000,0.06,-0.02
6700,-2.00,-2.09,0.03,0.0,0.0,0.0,0,5000,-0.02,-0.02
6720,-2.17,-2.09,-0.08,0.0,0.0,0.0,0,5004,0.02,0.03
6740,-2.02,-2.08,0.05,0.0,0.0,0.0,0,5000,-0.02,0.02
6761,-2.23,-2.09,0.05,0.0,0.0,0.0,0,5000,0.03,0.00
6781,-1.89,-2.09,0.03,0.0,0.0,0.0,0,5004,0.06,-0.05
6802,-2.06,-2.09,0.02,0.0,0.0,0.0,0,5004,0.02,-0.06
6822,-2.15,-2.09,0.02,0.0,0.0,0.0,0,5000,-0.02,-0.08
6843,-2.01,-2.09,-0.06,0.0,0.0,0.0,0,5000,0.03,-0.03
6863,-2.12,-2.09,0.00,0.0,0.0,0.0,0,5004,-0.05,-0.03
6884,-2.10,-2.09,-0.06,0.0,0.0,0.0,0,5000,-0.02,0.06
6904,-1.95,-2.09,-0.02,0.0,0.0,0.0,0,5000,0.05,0.00
6925,-2.24,-2.10,0.02,0.0,0.0,0.0,0,5000,0.02,-0.06
6945,-2.16,-2.09,0.00,0.0,0.0,0.0,0,5004,-0.02,-0.05
6965,-2.03,-2.09,-0.03,0.0,0.0,0.0,0,5004,-0.03,-0.05
6985,-2.25,-2.09,0.08,0.0,0.0,0.0,0,5004,0.00,-0.05
7006,-2.20,-2.10,0.02,0.0,0.0,0.0,0,5000,0.08,0.02
7026,-2.03,-2.10,0.08,0.0,0.0,0.0,0,5000,-0.05,-0.05
7047,-2.15,-2.09,0.06,0.0,0.0,0.0,0,5000,0.03,-0.02
7067,-2.01,-2.09,0.08,0.0,0.0,0.0,0,5004,0.02,0.00
7088,-2.06,-2.09,-0.05,0.0,0.0,0.0,0,5000,0.03,0.00
7108,-2.11,-2.09,-0.08,0.0,0.0,0.0,0,5000,-0.03,-0.02
7129,-2.08,-2.09,-0.06,0.0,0.0,0.0,0,5004,-0.02,0.02
7149,-1.94,-2.09,0.00,0.0,0.0,0.0,0,5004,-0.02,0.09
7170,-2.11,-2.09,0.06,0.0,0.0,0.0,0,5000,0.03,-0.08
7190,-2.16,-2.10,-0.08,0.0,0.0,0.0,0,5000,-0.06,0.03
7211,-2.04,-2.10,-0.02,0.0,0.0,0.0,0,5004,-0.03,0.03
